ad_id,campaign_id,headline_text,body_text,call_to_action,platform,placement,ad_format,category,impressions,clicks,conversions,spend,ctr,cvr,cpc,cpa,high_performer
enriched_ad_3993,campaign_025,SUMMER IS HERE! CONTROL YOUR ASTHMA FOR YOUR BEST LIFE,"THIS SEASON! ALLERGY, ASTHMA & SINUS CENTER ... where allergies meet relief O DO",,,,image,healthcare,66708,882,63,1085.99,0.013221802482460875,0.07142857142857142,1.231281179138322,17.237936507936507,0
enriched_ad_3994,campaign_014,FUNERAL HOMES & CREMATION SERVICES INC,"Our Family Caring for Yours
Cambria, Huntingdon and Blair Counties exclusive Veterans Funeral Care Provider!
Veterans Funerals - Andersonfamilyfuneral.com",,,,image,ecommerce,27775,510,24,495.21,0.018361836183618363,0.047058823529411764,0.971,20.63375,0
enriched_ad_3995,campaign_042,Our Family Caring,"For Yours
Cambria, Huntingdon and Blair Counties exclusive Veterans Funeral Care Provider!
Veterans Funerals™ And Andersonfamilyfuneral.com
Heath-Anderson FUNERAL HOME & CREMATION SERVICES INC.",,,,image,ecommerce,69416,1111,73,738.9,0.016004955629825977,0.06570657065706571,0.6650765076507651,10.121917808219179,0
enriched_ad_3996,campaign_031,West Muram All Lottery High Hand,"LOTTERY HIGH HAND PRIZES $40 TO $5,000! FROM FIND A RETAILER Please play responsibly. TEAD Real ✓$100 LOMMED!",,,,video,entertainment,78660,2529,286,591.29,0.03215102974828375,0.11308817714511665,0.23380387504942662,2.067447552447552,1
enriched_ad_3997,campaign_007,Haymond Law - Firm for Injured Motorcyclists,,,,,image,"legal services, personal injury law",37841,465,25,633.94,0.012288258766945906,0.053763440860215055,1.3633118279569894,25.3576,0
enriched_ad_3998,campaign_029,Haymond Law - Firm for Injured Motorcyclists,Specializing in legal representation and support for individuals who have suffered injuries while riding motorcycles. Our experienced attorneys are dedicated to helping you navigate the complexities of your case.,Contact Us Today,,,image,"legal services, personal injury",87577,924,48,1094.08,0.010550715370473984,0.05194805194805195,1.184069264069264,22.793333333333333,0
enriched_ad_3999,campaign_042,Monster Truck May Event,"SPRING NATIONALS MONSTER TRUCK event happening from MAY 19-21 at JESUP, GA on JAYCEE FAIRGROUNDS. I TICKETS ON SALE NOW!",I TICKETS ON SALE NOW!,,,image,entertainment,35865,799,117,177.52,0.022277986895301825,0.14643304130162704,0.22217772215269088,1.5172649572649572,1
enriched_ad_4000,campaign_033,"WHEN YOU'RE INJURED, YOU DESERVE MORE.","MORE LAWYERS, MORE OFFICES AND MORE THAN $15 BILLION DOLLARS RECOVERED MORGAN & MORGAN FORTHEPEOPLE.COM FRIESLAND PROFEUTSCHOTGUANTESMARBEIDE",,,,image,ecommerce,49143,837,81,724.47,0.017031927232769674,0.0967741935483871,0.8655555555555556,8.944074074074074,0
enriched_ad_4001,campaign_028,Kids Week at Cascade Hills,"Join us for Kids Week from June 19th to June 23rd and again on June 26th through June 30th. Experience fun activities, educational sessions, and exciting events designed specifically for children in grades K-5.",Register Now!,,,image,education,85286,1741,246,568.53,0.020413666955889594,0.14129810453762207,0.32655370476737505,2.3110975609756097,1
enriched_ad_4002,campaign_029,Deal of the Week,"Indians love Mexican food. Mirchi Mex is an Indian-Mexican fusion restaurant that combines flavors from both cuisines to create unique dishes like Tacos de Res, Chicken Enchiladas and Churros with Guacamole.",Buy Now,,,image,ecommerce,47257,661,57,469.49,0.013987345790041687,0.08623298033282904,0.7102723146747353,8.236666666666666,0
enriched_ad_4003,campaign_030,Outdoor Entertainment LLC,isn't the same without having your favorite music playing! Learn More DR.STEREOC www.dr-stereo.com MODE,,,,video,entertainment,77535,2416,424,546.44,0.031160121235571034,0.17549668874172186,0.22617549668874173,1.2887735849056605,1
enriched_ad_4004,campaign_006,LEON COUNTY PRESS THE CHEST,"Saturday, June 3, from 10 a.m. -12 p.m. ALL AGES EVENT Donald L. Tucker Civic Center MERGENCY LEGN COUNTY PLUND Ba MEDICAL REVICS ARES Learn More",,,,image,entertainment,90842,2390,420,725.75,0.026309416349265757,0.17573221757322174,0.3036610878661088,1.7279761904761906,1
enriched_ad_4005,campaign_030,PRESS THE CHEST,"Free CPR Training for the Community ALL AGES EVENT Saturday, June 3 10 a.m. -12 p.m. Donald L. Tucker Civic Center Click here to register LEON COUNTY-Press The Chest-Civic Center-Leon County",Click here to register,,,image,education,91430,2233,222,1046.59,0.024423055889751723,0.09941782355575458,0.46869234214061795,4.714369369369369,1
enriched_ad_4006,campaign_035,MEMBER OWNED COMMUNITY PRIDE,COMMUNITY PROUD Florida Credit Unio Insured by NCUA Member or not. Community peo! Be 4 LEARN MORE >,LEARN MORE>,,,image,ecommerce,24009,369,20,328.08,0.015369236536298889,0.05420054200542006,0.8891056910569105,16.404,0
enriched_ad_4007,campaign_016,Fly Easy Fly Gainesville,,Book Now,,,image,travel,40587,633,34,794.7,0.015596126838642916,0.053712480252764615,1.2554502369668248,23.373529411764707,0
enriched_ad_4008,campaign_044,WIN BIG IN MAY FLOWERS CONTEST!,Enter Lewis May Flowers contest today and you could win big! Don't miss out on this amazing opportunity to stand a chance at winning.,ENTER TODAY,facebook,,image,entertainment,50817,1208,161,257.96,0.023771572505263988,0.13327814569536423,0.21354304635761587,1.6022360248447203,1
enriched_ad_4009,campaign_017,Contest! Lewis May Flowers,,Enter Today!,,,image,entertainment,94681,1362,140,603.83,0.014385145911006432,0.1027900146842878,0.4433406754772394,4.313071428571429,0
enriched_ad_4010,campaign_018,IDF Chayalim - Israel's Independence Day Celebration,"On the occasion of Israel’s 75th Independence day, we are thrilled to showcase IDF Chayalim. Some love! American Friends of LI #17 Join us in celebrating this momentous event.",Donate to LIBI today,,,image,entertainment,34268,498,53,211.38,0.014532508462705731,0.10642570281124498,0.4244578313253012,3.9883018867924527,0
enriched_ad_4011,campaign_025,Urgent Care,Schedule Your Visit Online PremiumU.com,,,,image,ecommerce,92079,1421,73,1554.24,0.015432400438753678,0.05137227304714989,1.0937649542575651,21.29095890410959,0
enriched_ad_4012,campaign_038,Premium Urgent Care,,Schedule Your Visit Online,,,image,ecommerce,95574,1692,95,1122.23,0.01770355954548308,0.05614657210401891,0.663256501182033,11.812947368421053,0
enriched_ad_4013,campaign_025,AARP Minnesota,"We're local, here to connect you to what matters most. FIND US.",,,,image,ecommerce,41191,805,53,409.36,0.019543104076133137,0.06583850931677018,0.5085217391304347,7.72377358490566,0
enriched_ad_4014,campaign_008,Discover new trends to Spring into New Design,,,,,image,design,51902,889,77,851.89,0.01712843435705753,0.08661417322834646,0.9582564679415073,11.063506493506493,0
enriched_ad_4015,campaign_035,Memorial Day Specials at JESSUP's Maior Appliance Centers,Join us for our Memorial Day Sales Event! Enjoy exclusive in-store specials available until June 7th. Don't miss out on this limited-time offer.,Shop Now!,,,image,ecommerce,44129,849,56,580.18,0.01923904915135172,0.06595995288574794,0.6833686690223792,10.360357142857142,0
enriched_ad_4016,campaign_023,Zacks' Super Strategy,+55.2% Gain from 2000 - 2022 Zacks' Super Strategy demolished the S&P 500 more than 8X over! See its latest stocks free.,,,,video,ecommerce,26726,465,26,408.25,0.017398787697373345,0.05591397849462366,0.8779569892473118,15.701923076923077,0
enriched_ad_4017,campaign_016,Indis Shigo Weekly & Monthly Horoscopes,Subscribe to Indis for weekly and monthly horoscopes. Get free delivery directly to your mailbox.,Subscribe Now,,,image,entertainment,69496,1350,185,552.01,0.019425578450558305,0.13703703703703704,0.4088962962962963,2.9838378378378376,0
enriched_ad_4018,campaign_043,The Good Samaritan: A Lesson in Loving Others,Family News DVD! CBN Get your DVDs and instant streaming. Stream over 85 episodes!,,,,video,entertainment,24367,527,61,117.17,0.021627611113391062,0.1157495256166983,0.2223339658444023,1.9208196721311475,1
enriched_ad_4019,campaign_021,Buddy Guy - THE LEGEND,"Damn Right Farewell
BLUES AND GUITAR ICON
WITH SPECIAL GUEST:
ALLY VENABLE
godlied center of kansas
Monday NOV 6. 7:30
DX MIDCO.",,,,image,entertainment,90801,2127,387,590.95,0.023424852149205404,0.18194640338504936,0.2778326281147156,1.5270025839793282,1
enriched_ad_4020,campaign_043,The Sun Will Come Out,Annie TUESDAY I 7:00 NOV 28 M LIED CENTER,,,,image,,59490,1049,88,732.36,0.017633215666498572,0.08388941849380362,0.6981506196377503,8.322272727272727,0
enriched_ad_4021,campaign_015,the latest look,Ashley for your new home,Shop Now,,,image,ecommerce,80410,918,68,1040.1,0.011416490486257928,0.07407407407407407,1.1330065359477124,15.295588235294117,0
enriched_ad_4022,campaign_024,Ashley - Relax In Your Retreat,Shop Bedroom →,,,,image,ecommerce,95695,1792,106,942.54,0.018726161241444172,0.05915178571428571,0.5259709821428571,8.89188679245283,0
enriched_ad_4023,campaign_042,Ashley Style Starts Here,,Find Nearest Store,,,image,ecommerce,39366,581,59,614.82,0.014758929025046994,0.10154905335628227,1.058209982788296,10.420677966101696,0
enriched_ad_4024,campaign_012,Ashley Upgrade Your New Space,,Shop Now,,,image,ecommerce,31782,502,46,454.95,0.015795104147001447,0.09163346613545817,0.9062749003984063,9.890217391304347,0
enriched_ad_4025,campaign_003,Shop For Deeper Sleep,"Discover the ultimate comfort with our high-quality Tempur-Pedic mattresses. Shop for deeper, more restful sleep at Ashley.",Shop Now,,,image,ecommerce,87108,1766,138,1429.69,0.02027368324378932,0.07814269535673839,0.8095639864099661,10.360072463768116,1
enriched_ad_4026,campaign_026,Shop Rugs - Free Shipping,,SHOP NOW,,,image,ecommerce,85521,1102,74,1310.25,0.012885723974228552,0.06715063520871144,1.1889745916515426,17.70608108108108,0
enriched_ad_4027,campaign_014,SAVE UP TO 46% ON MIDWAY COLD STEEL,,SELECT SRK KNIVES SHIPS FREE NOW,,,image,ecommerce,69577,1272,99,790.2,0.01828190350259425,0.07783018867924528,0.6212264150943396,7.981818181818182,0
enriched_ad_4028,campaign_031,Ashley Style Starts Here,,Find Nearest Store,,,image,ecommerce,25481,505,37,320.72,0.019818688434519838,0.07326732673267326,0.6350891089108911,8.66810810810811,0
enriched_ad_4029,campaign_011,Ashley Upgrade Your New Space Shop Now,,Shop Now,,,image,ecommerce,78330,1271,72,847.36,0.01622622239244223,0.05664830841856806,0.6666876475216366,11.768888888888888,0
enriched_ad_4030,campaign_045,Ashley | Tempur-Pedic,,Shop Now,,,image,ecommerce,55216,1115,89,781.44,0.02019342219646479,0.07982062780269059,0.7008430493273543,8.780224719101124,1
enriched_ad_4031,campaign_040,Ashley Style Starts Here,,Find Nearest Store,,,image,ecommerce,96876,1692,102,1183.77,0.017465626161278336,0.06028368794326241,0.699627659574468,11.605588235294118,0
enriched_ad_4032,campaign_022,Ashley Tempur-Pedic,,Shop Now,,,image,ecommerce,92970,1674,138,924.72,0.018005808325266215,0.08243727598566308,0.5524014336917563,6.700869565217391,0
enriched_ad_4033,campaign_050,Building a Brand with Bluehost,Bluehost makes it happen. Get Started.,,,,image,ecommerce,33694,628,65,524.38,0.01863833323440375,0.1035031847133758,0.835,8.067384615384615,0
enriched_ad_4034,campaign_002,LIVE TV,"TV THAT MAKES SENSE. Live TV plan only. Regional restrictions, blackouts and additional terms apply. Access content from each service separately. © 2023 Disney and its related entities.",GET LIVE TV NOW,,,image,entertainment,54356,825,107,465.74,0.015177717271322394,0.1296969696969697,0.5645333333333333,4.352710280373832,0
enriched_ad_4035,campaign_001,Get Live TV Now Hulu,"Live TV plan only. Regional restrictions, blackouts and additional terms apply. Access content from each service separately.",,,,image,entertainment,26332,411,49,201.01,0.015608385234695427,0.1192214111922141,0.48907542579075425,4.102244897959183,0
enriched_ad_4036,campaign_019,"Save Up To $45 on TLR 6, 7 & 8",,Shop Now,,,video,ecommerce,28584,543,40,322.18,0.01899664147774979,0.07366482504604052,0.5933333333333334,8.0545,0
enriched_ad_4037,campaign_003,GET MORE FROM IPAD,Combo Touch - now for iPad Pro and iPad (10th gen),SHOP NOW,,,image,ecommerce,97583,1321,73,1566.31,0.013537193978459363,0.05526116578349735,1.1857002271006813,21.456301369863013,0
enriched_ad_4038,campaign_040,Every transaction has a story.,"Welcome to the human side of banking. Learn more Member FDIC @2023, TD Bank N.A. and/or its affiliates. All rights reserved. The TD logo and other trademarks are owned by The Toronto-Dominion Bank and used under license. TD Bank",,,,image,finance,91865,933,37,2323.61,0.010156207478364992,0.03965702036441586,2.4904715969989284,62.800270270270275,0
enriched_ad_4039,campaign_031,The Relentless Pursuit of What’s Possible,,,,,image,automotive,94240,1348,46,1868.97,0.014303904923599321,0.03412462908011869,1.3864762611275965,40.629782608695656,0
enriched_ad_4040,campaign_021,Ashley - the Latest Look,Discover Ashley's new collection designed to elevate any living space. Perfectly curated pieces that bring modern elegance and comfort into every room.,Shop Now,,,image,ecommerce,97004,1262,108,1414.77,0.01300977279287452,0.08557844690966719,1.121053882725832,13.099722222222223,0
enriched_ad_4041,campaign_002,Ashley - Say I Do to Stylish New Look,,Shop Now,,,image,ecommerce,84769,1414,91,1232.82,0.016680626172303554,0.06435643564356436,0.8718670438472418,13.547472527472527,0
enriched_ad_4042,campaign_037,Building a Brand? BlueHost Makes It Happen.,Bluehost makes it happen. Get started with Bluehost today and build your brand effortlessly!,Get Started,,,image,ecommerce,67736,992,94,704.71,0.014645092712885319,0.09475806451612903,0.7103931451612904,7.496914893617022,0
enriched_ad_4043,campaign_028,Reach out to your friend who seems a little gloomy.,Learn more SEIZE THE AWKWARD ad Tendan JED,,,,image,entertainment,34453,585,90,191.95,0.016979653440919514,0.15384615384615385,0.3281196581196581,2.1327777777777777,0
enriched_ad_4044,campaign_041,Rule the Game,astro A30 Wireless XBOX/PS/Switch/PC/MOBILE+ Shop Now G Logitech,Shop Now,,,image,ecommerce,57966,1063,99,835.42,0.018338336266087017,0.09313264346190028,0.7859078080903104,8.438585858585858,0
enriched_ad_4045,campaign_045,Ashley Are Trending,,Shop Now,,,image,ecommerce,69947,1221,119,1186.72,0.01745607388451256,0.09746109746109746,0.9719246519246519,9.972436974789916,0
enriched_ad_4046,campaign_050,Experience the HONDA TAlon 1000,,,,,image,automotive,99968,1154,26,2151.04,0.011543693982074265,0.022530329289428077,1.8639861351819758,82.73230769230769,0
enriched_ad_4047,campaign_002,Let your friend know you're there if they need to talk.,Learn more SEIZE THE AWKWARD ad NA Foundation Suicide Preveri JED,,,,image,healthcare,55905,703,44,1001.03,0.0125749038547536,0.06258890469416785,1.4239402560455192,22.750681818181818,0
enriched_ad_4048,campaign_031,Ashley Free Shipping,Layer your home with stylish rugs from Ashley. Shop now and enjoy free shipping on all orders.,Shop Now,,,image,ecommerce,32149,573,43,446.67,0.017823260443559676,0.07504363001745201,0.7795287958115183,10.387674418604652,0
enriched_ad_4049,campaign_016,Reach out to a friend about their mental health.,Learn more SEIZE THE AWKWARD Suicide Jed,,,,image,healthcare,47838,916,69,1141.7,0.0191479576905389,0.07532751091703056,1.2463973799126637,16.546376811594204,0
enriched_ad_4050,campaign_002,ESPI FS1 A&E HGTV FOX Hulu + LIVE TV NBC CBS MTV Lifetime TNT abc ALL IN ONE PLAN,"hulu GET LIVE TV NOW Live TV plan only. Regional restrictions, blackouts and additional terms apply. Access content from each service separately. © 2023 Disney and its related entities.",Get Live TV Now,facebook,,image,entertainment,63864,1175,136,542.87,0.018398471752474006,0.11574468085106383,0.4620170212765958,3.9916911764705882,0
enriched_ad_4051,campaign_004,Get Verizon Mobile for Microsoft Teams,Integrate all mobile calling with Teams and move calls seamlessly across all devices with your number. Only on the network businesses rely on.,,,,image,ecommerce,24989,310,17,309.76,0.012405458401696746,0.054838709677419356,0.9992258064516129,18.221176470588233,0
enriched_ad_4052,campaign_022,Reach out to a friend about their mental health.,Learn more You can talk to me. SEIZE THE AWKWARD ad GRA American Foundation - Side Prevention JED,,,,image,healthcare,96334,1412,75,2124.65,0.014657338011501651,0.05311614730878187,1.5047096317280453,28.328666666666667,0
enriched_ad_4053,campaign_007,Rule The Game,"The GAME astro A30 Wireless is compatible with Xbox, PlayStation, Switch, PC/Mobile. An Logitech wireless headset.",SHOP NOW,,,image,ecommerce,49770,568,51,693.69,0.011412497488446855,0.0897887323943662,1.2212852112676058,13.601764705882355,0
enriched_ad_4054,campaign_041,Voyages - ΣΥΒΑΡΙΣ 27,"Santorini, Greece AIRFARE CREDIT Up to $1200 FREE DRINKS Per Cabin up to $600 BOOK BY MAY 24th BOOK NOW",BOOK NOW,,,image,travel,53626,613,43,912.68,0.011431022265319061,0.0701468189233279,1.4888743882544861,21.225116279069766,0
enriched_ad_4055,campaign_007,THE YAMAHA GET OUT AND RIDE,SALES EVENT WOLVERINE RMAXM 21000 XT-R RMAXM41000 LE RMAXONG 1000 XT-R Revs Your,LEARN MORE AS AS $2000 5.99% YAMAHA APR CUSTOMER CASH FOR 84 MONTHS¹Revs Your,,,image,entertainment,63699,1535,146,561.69,0.024097709540181166,0.09511400651465798,0.36592182410423457,3.8471917808219183,1
enriched_ad_4056,campaign_002,"Ashley Final Touches, First Impressions Shop Home Decor",,,,,image,ecommerce,63494,1087,107,770.44,0.017119727848300625,0.0984360625574977,0.7087764489420424,7.200373831775702,0
enriched_ad_4057,campaign_046,Ashley let the light shine,,Shop Now →,,,image,entertainment,67658,1692,308,341.98,0.02500812911998581,0.18203309692671396,0.20211583924349882,1.1103246753246754,1
enriched_ad_4058,campaign_044,"Up to 100% Leak-Free, Odor-Free and Worry-Free",,,,,image,ecommerce,32345,344,24,359.16,0.010635337764724069,0.06976744186046512,1.0440697674418606,14.965000000000002,0
enriched_ad_4059,campaign_035,the latest look,Ashley for your new home,Shop Now,,,image,ecommerce,75828,895,44,1216.76,0.011803027905259271,0.049162011173184354,1.3595083798882681,27.653636363636362,0
enriched_ad_4060,campaign_002,Ashley - the Latest Look,,Shop Now,,,image,ecommerce,97783,1531,128,1748.23,0.015657118312999194,0.08360548661005879,1.1418876551273678,13.658046875,0
enriched_ad_4061,campaign_048,AS LOW AS 4.99% APR for Up to 36 Months with Approved Credit by Honda Financial Services,,LEARN MORE HONDA,,,image,finance,42589,366,16,841.22,0.008593768343938575,0.04371584699453552,2.298415300546448,52.57625,0
enriched_ad_4062,campaign_040,Ashley Update,The Look of Your Updated Space Shop Now,Shop Now,,,image,ecommerce,71812,1439,108,1018.07,0.020038433687963014,0.07505211952744961,0.7074843641417652,9.426574074074075,1
enriched_ad_4063,campaign_037,"Silverado Go Above, Beyond Just About Anywhere",,,,,image,automotive,30384,454,15,603.36,0.014942074776198,0.03303964757709251,1.3289867841409693,40.224000000000004,0
enriched_ad_4064,campaign_048,Lift Vertical Ergonomic Mouse and MX Keys Mini,"more natural posture, less muscle strain *in the upper body LIFT VERTICAL ERGONOMIC MOUSE AND MX KEYS MINI LEARN MORE logitech",Learn More,,,image,ecommerce,78230,1154,117,1213.51,0.014751374153138182,0.10138648180242635,1.0515684575389947,10.371880341880342,0
enriched_ad_4065,campaign_050,G DRIVE TO WIN,Logitech Direct Drive with TRUEFORCE. 6₁,SHOP NOW,,,image,ecommerce,53382,879,67,735.41,0.0164662245700798,0.07622298065984073,0.8366439135381114,10.976268656716417,0
enriched_ad_4066,campaign_037,Seize the Awkward,Take a moment to text your friend who seems kinda down.,,,,image,ecommerce,58029,802,53,943.89,0.01382067586896207,0.06608478802992519,1.1769201995012468,17.809245283018868,0
enriched_ad_4067,campaign_017,Ashley Nesting,Baby and Kids products available for shopping.,Shop Baby Now,,,image,ecommerce,96852,1841,155,1739.54,0.01900838392599017,0.0841933731667572,0.9448886474741988,11.222838709677418,0
enriched_ad_4068,campaign_041,Reach out to a friend about their mental health.,Learn more. Want to go for a walk? SEIZE THE AWKWARD ad Foundation Suicide Prevention JED,,,,image,healthcare,69027,713,36,1663.47,0.010329291436684197,0.05049088359046283,2.3330575035063115,46.2075,0
enriched_ad_4069,campaign_031,Talk with Me About Mental Health,Reach out to friends about your own mental health. Learn more.,,,,image,healthcare,56708,738,34,1317.88,0.013014036820201736,0.04607046070460705,1.7857452574525747,38.76117647058824,0
enriched_ad_4070,campaign_009,Reach out to a friend about their mental health.,Learn more Something on your mind?,SEIZE THE AWKWARD,,,image,healthcare,30421,583,33,755.46,0.019164393017981,0.05660377358490566,1.2958147512864495,22.892727272727274,0
enriched_ad_4071,campaign_008,Let the Light Shine,,Shop Now →,,,image,ecommerce,93682,1158,63,1313.66,0.012360965820541832,0.054404145077720206,1.1344214162348878,20.851746031746032,0
enriched_ad_4072,campaign_007,Let The Light Shine,,Shop Now,,,image,ecommerce,95347,1385,99,1353.77,0.014525889645190724,0.07148014440433213,0.9774512635379061,13.674444444444445,0
enriched_ad_4073,campaign_005,Sleep Deeper,Shop for deeper Tempur-Pedic® sleep at Ashley.,Shop Now,,,image,ecommerce,77002,1536,83,1255.01,0.01994753383029012,0.054036458333333336,0.8170638020833333,15.120602409638554,0
enriched_ad_4074,campaign_027,The Summer Sale,Enjoy up to 25% off on all our rugs. Ends June 12th.,Shop Rugs Now!,,,image,ecommerce,27270,565,43,276.07,0.02071873854052072,0.07610619469026549,0.4886194690265487,6.420232558139535,1
enriched_ad_4075,campaign_029,"SAVE $45 TLR 6, 7 & 8 STREAMLIGHT Midway F TLE-BAG STAVILENT",,SHOP NOW,,,video,ecommerce,51150,1343,101,660.54,0.026256109481915934,0.07520476545048399,0.4918391660461653,6.54,1
enriched_ad_4076,campaign_042,Hornady PISTOL SAFES Midway SHOP ALL,,Shop All,,,image,ecommerce,94772,1439,119,1308.72,0.015183809564006246,0.08269631688672689,0.9094649061848507,10.99764705882353,0
enriched_ad_4077,campaign_013,Naked Fruit and Veggie Juices,100% REAL FRUIT AND VEGGIE JUICES Packed WITH VITAMIN C Green Machine Fanged Bleng Of S Jaunes Pantall From Concentrate With Audse Nopedes Southern Natural Ras No Sugar Added. Periphery Thon1999 Cal E P,,,,image,ecommerce,33699,624,39,541.21,0.018516869936793377,0.0625,0.867323717948718,13.877179487179488,0
enriched_ad_4078,campaign_012,LOWER SUGAR IS GOOD FOR YOU,GOOD FOOD FOR OTHERS. Helping to feed others is two good things.,,,,image,food,58264,1033,74,587.45,0.017729644377317038,0.07163601161665054,0.5686834462729913,7.938513513513514,0
enriched_ad_4079,campaign_012,Ashley Warm Tones Trending Shop Now,,Shop Now,,,image,ecommerce,81089,1428,107,1249.07,0.017610280062647216,0.07492997198879552,0.8746988795518207,11.673551401869158,0
enriched_ad_4080,campaign_007,Take a moment to text your friend who seems kinda down.,ad Ale Free Learn more JED SEIZE THE AWKWARD,,,,image,,53848,634,65,921.16,0.011773882038330115,0.10252365930599369,1.4529337539432177,14.171692307692307,0
enriched_ad_4081,campaign_017,Memorial Day Sale,Ashley Sale - up to 50% off on all items. Spotlight deals available.,Shop Now,,,image,ecommerce,43832,878,62,758.02,0.020031027559773682,0.07061503416856492,0.8633485193621868,12.226129032258065,1
enriched_ad_4082,campaign_044,Voyages Airfare Credit,Airfare credit of up to $1200 free. Drinks per cabin up to $600.,Book Now,,,image,travel,72363,974,83,1445.18,0.01345991736108232,0.08521560574948665,1.4837577002053388,17.411807228915663,0
enriched_ad_4083,campaign_039,Ashley Update Your Space,Update the look of your updated space shop now,Shop Now,,,image,ecommerce,49385,888,47,654.07,0.017981168370962843,0.05292792792792793,0.7365653153153153,13.916382978723405,0
enriched_ad_4084,campaign_001,Thousands of Teens in Foster Care Can't Wait to Share Their Firsts With You,Learn About Adoption Adopt US Kids ad,,,,image,ecommerce,25550,317,31,448.36,0.012407045009784736,0.09779179810725552,1.414384858044164,14.463225806451613,0
enriched_ad_4085,campaign_024,ASHLEY say 'I Do' to a Stylish New Look,,Shop Now,,,image,ecommerce,39498,734,66,485.74,0.018583219403514102,0.08991825613079019,0.6617711171662125,7.359696969696969,0
enriched_ad_4086,campaign_025,Ashley Baby & Kids,Nesting in Progress Shop Baby → E,,,,image,ecommerce,65487,1110,64,753.0,0.016949928993540704,0.05765765765765766,0.6783783783783783,11.765625,0
enriched_ad_4087,campaign_031,Ashley Upgrade Your New Space,,Shop Now,,,image,ecommerce,54179,717,68,882.3,0.013233909817456948,0.09483960948396095,1.2305439330543932,12.975,0
enriched_ad_4088,campaign_045,25% off the Summer Sale,,Shop Rugs,,,image,ecommerce,28430,495,48,322.56,0.01741118536756947,0.09696969696969697,0.6516363636363637,6.72,0
enriched_ad_4089,campaign_027,Ashley - Get Back to Good Sleep,Shop Mattresses,,,,image,ecommerce,45952,746,54,688.66,0.01623433147632312,0.07238605898123325,0.9231367292225201,12.752962962962963,0
enriched_ad_4090,campaign_026,Something On Your Mind? Reach Out To A Friend About Their Mental Health,"V
Reach out to a friend about their mental health.
Learn more SEIZE THE AWKWARD ad American Se JED",,,,image,healthcare,64146,893,64,1225.34,0.013921366881800892,0.07166853303471445,1.372161254199328,19.1459375,0
enriched_ad_4091,campaign_021,Memorial Day Sale,Ashley offers up to 50% off on spot-light deals. Shop Now for exclusive discounts.,Shop Now,,,image,ecommerce,60510,982,59,865.46,0.016228722525202445,0.06008146639511202,0.8813238289205703,14.668813559322034,0
enriched_ad_4092,campaign_048,Honda Financing for COLOWING,"As low as 4.99% APR, HONDA financing available for up to 36 months with approved credit from Honda Financial Services.",LEARN MORE,,,image,finance,56888,464,20,1017.41,0.008156377443397552,0.04310344827586207,2.1926939655172415,50.8705,0
enriched_ad_4093,campaign_048,Target-Grade Barrel,,,,,image,,71405,1370,88,984.34,0.0191863314893915,0.06423357664233577,0.7184963503649635,11.185681818181818,0
enriched_ad_4094,campaign_040,Foundations,Call your friend who hasn't been themselves lately. Foundation S P Learn more JED SEIZE THE AWKWARD AWKWARD,,,,image,entertainment,41796,759,114,310.72,0.01815963250071777,0.15019762845849802,0.4093807641633729,2.7256140350877196,0
enriched_ad_4095,campaign_018,Get Live TV Now,"FS1 HGTV Discept FOX Hulu + LIVE TV NBC ESPN SCBS Get LIVE TV NOW TNT obc TV THAT MAKES SENSE. hulu Live TV plan only. Regional restrictions, blackouts and additional terms apply. Access content from each service separately. © 2023 Disney and its related entities.",,,,image,entertainment,69895,1175,121,601.14,0.01681093068173689,0.10297872340425532,0.5116085106382978,4.9680991735537186,0
enriched_ad_4096,campaign_020,Get Live TV Now,hulu + LIVE TV Discept FOX ESPO SCBS hulu TNT obc Me NEC ALL IN ONE PLAN. Access content from each service separately.,,,,image,entertainment,58859,1166,154,394.01,0.01981005453711412,0.1320754716981132,0.33791595197255575,2.5585064935064934,0
enriched_ad_4097,campaign_034,The Relentless Pursuit Of What's Possible,,,,,image,automotive,24117,343,11,562.55,0.014222332794294482,0.03206997084548105,1.6400874635568512,51.14090909090908,0
enriched_ad_4098,campaign_012,THE YAMAHA GET OUT AND RIDE,SALES EVENT TE AS LOW AS CUSTOMER CASH 5.99% FORMANTE YAMAHA Revs Your Heart LEARN MORE,,,,image,entertainment,39901,722,125,272.18,0.018094784591864865,0.1731301939058172,0.37698060941828254,2.1774400000000003,0
enriched_ad_4099,campaign_006,Silverado Command Attention On And Off The Road,,,,,image,automotive,61381,597,15,792.58,0.009726136752415243,0.02512562814070352,1.327604690117253,52.83866666666667,0
enriched_ad_4100,campaign_044,DRYSHOD WATERPROOF FOOTWEAR,Lightweight. Warmth. Durability. Comfort. Protection.,,,,image,ecommerce,30574,630,40,410.79,0.02060574344214038,0.06349206349206349,0.6520476190476191,10.26975,1
enriched_ad_4101,campaign_011,Experience the HONDA TOLAN 1000,,,,,image,automotive,50172,822,31,1029.76,0.01638364027744559,0.037712895377128956,1.2527493917274939,33.21806451612903,0
enriched_ad_4102,campaign_025,Call your friend who hasn't been themselves lately.,Learn more SEIZE THE AWKWARD ad C America Foundation Suicide Pred JED,,,,image,healthcare,36694,362,19,765.78,0.009865373085518069,0.052486187845303865,2.115414364640884,40.304210526315785,0
